#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-30T09:16:54 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ5249414e4699 
#INFO -out.max=9999 
#INFO queryParameters=22 
#-oc.form=sexa
#-out.max=9999
#-out.src=J/A+A/523/A58/table4
#-nav=cat:J/A+A/523/A58&tab:{J/A+A/523/A58/table4}&key:source=J/A+A/523/A58&HTTPPRM:&&-ref=VIZ5249414e4699&-out.max=9999&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambdaO&-out=lambdaT&-out=vl&-out=vu&-out=Omegal&-out=Omegau&-out=Jl&-out=Ju&-out=B&-out=A&-out=sA&-out=El&-out=Dlambda&-out=Blend&-out=Cl&-out=Comment&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/523/A58/table4
#-source=J/A+A/523/A58/table4
#-order=I
#-out=lambdaO
#-out=lambdaT
#-out=vl
#-out=vu
#-out=Omegal
#-out=Omegau
#-out=Jl
#-out=Ju
#-out=B
#-out=A
#-out=sA
#-out=El
#-out=Dlambda
#-out=Blend
#-out=Cl
#-out=Comment
#

#RESOURCE=yCat_35230058
#Name: J/A+A/523/A58
#Title: PDF Atlas and spectra of FeH molecule in LHS 2 (Wende+, 2010)
#Table J_A_A_523_A58_table4:
#Name: J/A+A/523/A58/table4
#Title: FeH line data (see the \aFile{J/A+A/523/A58/fehatlas.pdf}{PDF Atlas} and the \vGraph{J/A+A/523/A58/table2}{--bitmap-size=600x400}{spectra})
#---Details of Columns:
    lambdaO (0.1nm) (F10.4) Observed position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    lambdaT (0.1nm) (F10.4) Theoretical position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    vl              (I1)    Lower vibrational state [ucd=phys.atmol.configuration]
    vu              (I1)    Upper vibrational state [ucd=phys.atmol.configuration]
    Omegal          (F4.1)  Lower {Omega} [ucd=phys.atmol.qn]
    Omegau          (F4.1)  Upper {Omega} [ucd=phys.atmol.qn]
    Jl              (F4.1)  Lower rotational state [ucd=phys.mol.qn]
    Ju              (F4.1)  Upper rotational state [ucd=phys.mol.qn]
    B               (I1)    [1/3] Branch: 1=P-branch, 2=Q-branch, 3=R-branch [ucd=meta.code]
    A (s-1)         (F9.2)  Einstein A value [ucd=phys.atmol.transProb]
    sA              (F8.4)  Scaling factor for A [ucd=arith.factor]
    El (eV)         (F6.3)  Lower level energy [ucd=phys.energy;phys.atmol.level]
    Dlambda (0.1nm) (F7.4)  Position correction [ucd=arith.factor;pos]
    Blend           (F6.3)  Blend fraction [ucd=meta.code]
    Cl              (A2)    Classification of the line (1) [ucd=meta.code.class]
    Comment         (A17)   Comment, if the line is blended by and atomic feature, or if the classification of the line did not agree with the scaling factor of the Einstein A values (class {ne} s_A_) [ucd=meta.note]
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
                                                                          D                                  
lambd      lambd      v v Om   Om                                  E      lambda                             
aO (0.1nm) aT (0.1nm) l u egal egau Jl   Ju   B A (s-1)   sA       l (eV) (0.1nm) Blend  Cl Comment          
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
 9999.1873  9999.2201 0 0  1.5  1.5 14.5 15.5 3 484057.63   0.7345  0.242  0.0328  0.997 P  
 9999.6599  9999.6900 0 0  2.5  2.5  6.5  6.5 2 125502.89   0.7782  0.061  0.0301  0.516 Q  
 9999.6599  9999.7000 0 0  1.5  1.5  2.5  1.5 1 403444.09   0.7782  0.060  0.0401  0.484 P  
10000.4870 10000.5100 0 0  3.5  3.5  4.5  5.5 3 279904.70   1.4502  0.016  0.0230  0.499 P  
10000.4870 10000.5200 0 0  3.5  3.5  4.5  5.5 3 279915.22   1.4502  0.016  0.0330  0.501 P  
10000.6830 10000.6500 3 4  3.5  3.5 20.5 21.5 3 133266.95   0.0517  0.924 -0.0330  1.000 P  blended with'Ti1'
10000.9970 10001.0200 0 0  1.5  1.5  5.5  5.5 2  64132.81   0.9055  0.084  0.0230  1.000 Q  
10002.6830 10002.7110 0 0  2.5  2.5  6.5  6.5 2 125463.41   0.7635  0.062  0.0280  1.000 Q  
10003.4190 10003.4510 0 0  1.5  1.5 15.5 16.5 3 485620.49   0.7376  0.266  0.0320  0.952 P  
10003.4190 10003.5110 2 3  1.5  1.5 30.5 31.5 3 172810.14   0.7376  1.211  0.0920  0.048 P  
10004.4230 10004.4520 0 0  3.5  2.5 18.5 17.5 1  17852.47   2.1582  0.253  0.0290  1.000 Q  
10005.0380 10005.1330 0 0  1.5  1.5  6.5  6.5 2  47226.55   0.4090  0.094  0.0950  1.000 Q  
10007.7010 10007.7460 0 0  2.5  2.5  7.5  7.5 2  95031.00   0.5272  0.073  0.0450  1.000 Q  
10009.9050 10009.9700 0 2  1.5  1.5 45.5 46.5 3  33497.79   2.5124  1.632  0.0650  1.000 Q  
10010.0580 10010.1000 0 0  2.5  2.5 19.5 20.5 3 477628.37   0.5695  0.334  0.0420  1.000 P  
10010.3770 10010.4510 0 0  0.5  0.5  9.5 10.5 3 480503.91   0.8683  0.177  0.0740  1.000 P  
10011.7950 10011.7640 1 2  3.5  3.5 38.5 39.5 3 177970.75   0.4921  1.289 -0.0310  0.038 P  
10011.7950 10011.8040 0 0  2.5  2.5 21.5 22.5 3 478651.54   0.4921  0.393  0.0090  0.707 P  
10012.4160 10012.4450 0 0  3.5  3.5 25.5 26.5 3 482358.13   1.3453  0.483  0.0290  1.000 Pb 
10013.3450 10013.4380 2 3  2.5  2.5 22.5 21.5 1 169820.34   1.2131  0.840  0.0930  1.000 P  
10013.6180 10013.5880 0 0  1.5  1.5 15.5 16.5 3 485603.10   0.6480  0.268 -0.0300  0.906 P  
10013.6180 10013.6190 0 1  2.5  2.5 34.5 33.5 1 132792.75   0.6480  0.938  0.0010  0.093 P  
10014.4590 10014.4910 0 0  0.5  0.5  0.5  0.5 2 339333.50   0.0000  0.086  0.0320  1.000 Q  blended with'Ti1'
10014.8070 10014.8220 0 0  3.5  3.5  3.5  4.5 3 182718.78   1.3036  0.010  0.0150  0.500 P  
10014.8070 10014.8220 0 0  3.5  3.5  3.5  4.5 3 182720.51   1.3036  0.010  0.0150  0.500 P  
10015.9820 10015.9650 0 0  3.5  2.5 19.5 18.5 1  17950.98   2.5468  0.280 -0.0170  1.000 Q  
10016.5900 10016.5770 0 0  2.5  2.5  8.5  8.5 2  74253.71   0.6695  0.086 -0.0130  0.683 Q  
10016.5900 10016.6280 3 4  3.5  3.5 10.5  9.5 1 131053.96   0.6695  0.708  0.0380  0.167 P  
10016.5900 10016.6380 3 4  0.5  0.5 10.5  9.5 1 150058.54   0.6695  0.814  0.0480  0.133 P  
10016.9340 10016.9490 0 0  1.5  1.5  3.5  2.5 1 480150.56   0.9441  0.066  0.0150  0.999 P  
10017.5270 10017.3900 2 3  2.5  2.5 27.5 28.5 3 163544.66   0.7924  1.046 -0.1370  0.537 P  
10017.5270 10017.4200 2 3  3.5  3.5 32.5 33.5 3 169362.82   0.7924  1.186 -0.1070  0.401 P  
10018.5480 10018.4440 1 2  0.5  0.5 24.5 23.5 1 189394.78   1.2177  0.820 -0.1040  0.540 P  
10018.5480 10018.5040 0 0  1.5  1.5  7.5  7.5 2  36296.28   1.2177  0.106 -0.0440  0.460 Q  
10018.8550 10018.8150 0 1  2.5  2.5 42.5 43.5 3 130321.81   4.7840  1.373 -0.0400  0.498 Pb 
10018.8550 10018.8660 0 0  2.5  1.5 15.5 14.5 1   6272.34   4.7840  0.223  0.0110  0.502 Q  
10019.5370 10019.5280 0 0  1.5  1.5  3.5  2.5 1 480063.01   0.8802  0.066 -0.0090  1.000 P  
10021.4090 10021.4960 3 4  3.5  3.5 10.5  9.5 1 130940.85   1.7908  0.708  0.0870  1.000 P  
10022.2570 10022.2590 0 0  2.5  2.5  3.5  2.5 1 287621.99   0.6397  0.036  0.0020  0.369 P  
10022.2570 10022.3000 0 0  2.5  2.5  8.5  8.5 2  74218.08   0.6397  0.086  0.0430  0.262 Q  
10022.2570 10022.3100 0 0  2.5  2.5  3.5  2.5 1 287557.01   0.6397  0.036  0.0530  0.369 P  
10022.7430 10022.7010 3 4  0.5  0.5 10.5  9.5 1 150059.05   0.6949  0.814 -0.0420  0.053 R  
10022.7430 10022.7420 0 0  1.5  1.5 16.5 17.5 3 486963.27   0.6949  0.293 -0.0010  0.944 P  
10023.0120 10023.1230 0 1  0.5  0.5 30.5 29.5 1 140222.82   1.2790  0.871  0.1110  1.000 P  
10023.3050 10023.4150 0 0  0.5  0.5  2.5  2.5 2  30854.90   0.8264  0.093  0.1100  0.872 Q  
10024.2780 10024.2080 0 0  0.5  0.5  1.5  1.5 2  69429.64   0.9123  0.090 -0.0700  0.068 Q  
10024.2780 10024.2790 0 0  0.5  0.5 10.5 11.5 3 482778.44   0.9123  0.196  0.0010  0.930 P  
10024.4590 10024.4700 1 3  3.5  3.5 40.5 39.5 1  71421.16   0.0000  1.432  0.0110  1.000 Q  
10024.6780 10024.8320 0 0  0.5  0.5 10.5 11.5 3 482839.73   0.9187  0.196  0.1540  1.000 P  
10026.3110 10026.3390 0 0  2.5  2.5  9.5  9.5 2  59476.75   0.5704  0.100  0.0280  0.657 Q  
10026.3110 10026.3690 3 4  1.5  1.5 12.5 11.5 1 144942.56   0.5704  0.813  0.0580  0.169 P  
10026.3110 10026.4300 3 4  3.5  3.5 22.5 23.5 3 134252.14   0.5704  0.987  0.1190  0.168 P  
10027.2090 10027.2640 3 4  1.5  1.5 21.5 22.5 3 138334.48   1.4392  1.041  0.0550  1.000 P  
10028.2120 10028.1890 1 2  3.5  3.5 29.5 28.5 1 180449.75   0.5053  0.856 -0.0230  0.540 P  
10028.2120 10028.2500 0 0  3.5  2.5 19.5 18.5 1  17746.21   0.5053  0.282  0.0380  0.291 Q  
10029.5150 10029.5170 0 0  1.5  1.5 16.5 17.5 3 486953.49   0.5489  0.294  0.0020  1.000 P  
10029.7410 10029.7280 0 0  2.5  2.5 20.5 21.5 3 478533.64   0.6874  0.365 -0.0130  1.000 P  
10030.3350 10030.1510 0 1  0.5  0.5 30.5 29.5 1 140364.93   1.9311  0.876 -0.1840  0.974 P  
10030.5300 10030.4520 3 4  0.5  0.5 21.5 22.5 3 140082.63   2.5763  1.090 -0.0780  1.000 P  
10031.1510 10031.1770 0 0  1.5  1.5  7.5  7.5 2  36297.04   0.5439  0.108  0.0260  1.000 Q  
10032.4180 10032.4450 1 2  3.5  3.5 34.5 35.5 3 174284.95   0.7851  1.100  0.0270  1.000 P  
10033.0660 10033.0790 0 0  2.5  2.5 22.5 23.5 3 479257.65   0.6322  0.427  0.0130  1.000 P  
10033.6470 10033.7130 0 0  1.5  1.5  8.5  8.5 2  28824.44   0.3315  0.121  0.0660  0.636 Q  
10033.6470 10033.7230 3 4  1.5  1.5 12.5 11.5 1 144799.34   0.3315  0.812  0.0760  0.364 R  
10034.1560 10034.1260 0 0  2.5  2.5  9.5  9.5 2  59443.00   0.5790  0.101 -0.0300  1.000 Q  
10035.4470 10035.3440 1 2  2.5  3.5 22.5 21.5 1   7920.72   6.6433  0.641 -0.1030  1.000 Q  
10035.6070 10035.5960 0 0  3.5  3.5 26.5 27.5 3 483247.16   0.7984  0.521 -0.0110  1.000 P  
10036.2370 10036.2310 0 0  0.5  0.5  1.5  0.5 1 675345.27   0.8701  0.089 -0.0060  1.000 P  
10037.0560 10037.0470 0 0  1.5  1.5  4.5  3.5 1 503894.09   1.0483  0.074 -0.0090  1.000 P  
10037.2490 10037.1980 0 0  2.5  2.5 10.5 10.5 2  48610.80   0.7397  0.116 -0.0510  1.000 Q  blended with'Ti1'
10038.4560 10038.7800 0 0  0.5  0.5 11.5 12.5 3 484796.15   0.9484  0.217  0.3240  0.915 P  
10038.4560 10038.8300 2 3  0.5  0.5 29.5 30.5 3 175111.91   0.9484  1.226  0.3740  0.045 P  
10038.9970 10038.9910 0 0  2.5  2.5  4.5  3.5 1 390053.57   0.9452  0.043 -0.0060  1.000 P  
10039.5410 10039.5460 0 0  2.5  2.5  4.5  3.5 1 389919.32   0.7378  0.043  0.0050  1.000 P  
10039.9630 10039.9590 0 0  0.5  0.5 11.5 12.5 3 484753.32   0.8647  0.217 -0.0040  0.989 P  
10040.6570 10040.6040 2 3  0.5  0.5 19.5 18.5 1 182234.46   0.4595  0.843 -0.0530  1.000 P  
10040.9280 10041.0480 2 3  0.5  0.5 20.5 19.5 1 182265.56   1.4253  0.873  0.1200  1.000 P  
10041.6380 10041.6730 0 0  1.5  1.5  4.5  3.5 1 503781.48   0.7649  0.074  0.0350  1.000 P  
10042.1700 10042.1870 0 0  0.5  0.5  3.5  3.5 2  18007.66   3.1773  0.101  0.0170  1.000 Q  
10042.7260 10042.7420 2 3  1.5  1.5 20.5 19.5 1 176633.11   0.4964  0.829  0.0160  1.000 P  
10043.2000 10043.5390 0 0  0.5  0.5  1.5  0.5 1 675316.77   1.0927  0.090  0.3390  1.000 P  
10043.7300 10043.6800 0 0  0.5  0.5  4.5  4.5 2  12143.52   0.6967  0.108 -0.0500  1.000 Q  
10043.9430 10043.9420 3 4  3.5  3.5 11.5 10.5 1 132829.12   0.7270  0.723 -0.0010  0.071 R  
10043.9430 10043.9730 0 0  1.5  1.5 17.5 18.5 3 488135.18   0.7270  0.322  0.0300  0.926 P  
10046.4600 10046.4850 0 0  2.5  1.5 16.5 15.5 1   6295.66   4.8545  0.248  0.0250  0.744 Q  
10046.4600 10046.5150 1 3  1.5  1.5 39.5 38.5 1  72844.05   4.8545  1.485  0.0550  0.256 Q  
10046.7410 10046.6970 3 4  2.5  2.5 22.5 23.5 3 133748.83   0.7384  1.027 -0.0440  0.522 P  
10046.7410 10046.7370 3 4  2.5  2.5 23.5 24.5 3 134333.73   0.7384  1.064 -0.0040  0.478 P  
10047.3080 10047.4440 0 0  2.5  2.5 10.5 10.5 2  48578.82   0.2232  0.118  0.1360  0.997 Q  
10047.5890 10047.5650 0 0  1.5  1.5 17.5 18.5 3 488140.54   0.5150  0.323 -0.0240  1.000 P  
10048.6950 10048.6760 0 0  1.5  1.5  8.5  8.5 2  28825.46   1.0477  0.122 -0.0190  1.000 Q  
10049.2230 10049.2720 0 0  2.5  2.5 11.5 11.5 2  40401.41   0.3621  0.134  0.0490  0.988 Q  
10050.7810 10050.8270 0 0  2.5  2.5 21.5 22.5 3 479358.27   1.1065  0.398  0.0460  0.903 P  
10050.7810 10050.8980 0 0  1.5  1.5  9.5  9.5 2  23491.72   1.1065  0.137  0.1170  0.097 Q  
10052.2820 10052.2210 0 0  3.5  3.5 26.5 27.5 3 482278.10   0.4383  0.517 -0.0610  1.000 P  
10052.6580 10052.6660 0 0  3.5  3.5  8.5  8.5 2 144435.93   1.0085  0.053  0.0080  1.000 Q  
10053.0870 10053.0900 0 0  3.5  3.5  9.5  9.5 2 115148.27   0.8741  0.066  0.0030  0.332 Q  
10053.0870 10053.1210 0 0  3.5  3.5  8.5  8.5 2 144378.47   0.8741  0.053  0.0340  0.374 Q  
10053.0870 10053.1410 0 0  3.5  3.5 10.5 10.5 2  93717.13   0.8741  0.081  0.0540  0.294 Q  
10054.0340 10054.0510 0 0  3.5  3.5  7.5  7.5 2 185558.81   2.5179  0.042  0.0170  0.998 Q  
10054.2520 10054.2430 0 0  0.5  0.5 12.5 13.5 3 486513.94   1.0457  0.239 -0.0090  0.473 R  class {ne} s_A_
10054.4140 10054.3940 0 0  3.5  3.5 10.5 10.5 2  93667.85   0.2747  0.081 -0.0200  1.000 Q  
10055.2990 10055.3140 0 0  3.5  3.5 11.5 11.5 2  77496.52   0.8036  0.097  0.0150  0.821 Q  
10055.2990 10055.3450 0 0  3.5  2.5 20.5 19.5 1  17574.73   0.8036  0.311  0.0460  0.179 Q  
10056.2520 10056.2750 0 0  3.5  3.5  6.5  6.5 2 245889.97   1.7630  0.032  0.0230  1.000 Q  
10056.3860 10056.3760 0 0  3.5  3.5  6.5  6.5 2 245827.73   1.0884  0.032 -0.0100  1.000 Q  
10056.6580 10056.6490 0 0  2.5  2.5 23.5 24.5 3 479793.68   0.6045  0.463 -0.0090  0.490 P  
10056.6580 10056.6690 0 0  2.5  2.5  5.5  4.5 1 436018.05   0.6045  0.051  0.0110  0.429 P  
10056.6580 10056.7000 3 4  0.5  0.5 11.5 10.5 1 149472.67   0.6045  0.832  0.0420  0.034 R  
10056.6580 10056.7200 1 2  0.5  0.5 30.5 31.5 3 182282.61   0.6045  1.091  0.0620  0.047 P  
10057.1670 10057.1850 0 0  3.5  3.5 11.5 11.5 2  77451.73   0.4984  0.097  0.0180  1.000 Q  
10057.4690 10057.5090 0 0  0.5  0.5 12.5 13.5 3 486491.55   0.7186  0.239  0.0400  1.000 P  
10058.2460 10058.2980 0 0  2.5  2.5  5.5  4.5 1 435817.10   0.7888  0.051  0.0520  1.000 P  
10058.8580 10058.9050 0 0  1.5  1.5  5.5  4.5 1 512755.30   0.6819  0.083  0.0470  0.672 P  
10058.8580 10058.9450 0 0  3.5  3.5 12.5 12.5 2  64974.32   0.6819  0.115  0.0870  0.287 Q  
10059.0550 10059.0970 0 0  3.5  3.5  5.5  5.5 2 339395.94   1.3766  0.023  0.0420  0.499 Q  
10059.0550 10059.1170 0 0  3.5  3.5  5.5  5.5 2 339334.52   1.3766  0.023  0.0620  0.501 Q  
10060.1080 10060.2410 2 3  2.5  2.5 21.5 20.5 1 166823.04   0.9629  0.815  0.1330  1.000 P  
10061.0430 10061.0610 0 0  3.5  3.5 27.5 28.5 3 484064.56   0.6130  0.561  0.0180  1.000 P  
10061.6170 10061.6070 0 0  3.5  3.5 12.5 12.5 2  64934.07   0.5787  0.115 -0.0100  1.000 Q  
10062.2450 10062.2550 0 0  3.5  3.5  4.5  4.5 2 495552.02   1.2858  0.016  0.0100  0.449 Q  
10062.2450 10062.2650 0 0  3.5  3.5  4.5  4.5 2 495496.23   1.2858  0.016  0.0200  0.451 Q  
10062.2450 10062.2860 0 0  2.5  2.5 11.5 11.5 2  40371.12   1.2858  0.136  0.0410  0.100 Q  
10062.6450 10062.6910 0 0  2.5  2.5 12.5 12.5 2  34058.29   0.0445  0.153  0.0460  0.967 Q  blended with'Ti1'
10063.5730 10063.5610 2 3  1.5  1.5 22.5 21.5 1 177984.74   0.4241  0.889 -0.0120  1.000 P  
10063.8740 10063.9160 0 0  1.5  1.5 20.5 21.5 3 490944.96   0.2795  0.408  0.0420  0.632 P  
10063.8740 10063.9460 3 4  1.5  1.5 13.5 12.5 1 144722.09   0.2795  0.833  0.0720  0.047 R  
10063.8740 10063.9970 0 0  0.5  0.5  2.5  1.5 1 608053.94   0.2795  0.095  0.1230  0.319 P  
10064.1870 10064.1490 0 0  3.5  3.5 13.5 13.5 2  55124.34   0.6538  0.134 -0.0380  0.978 Q  
10065.2540 10065.2630 2 3  2.5  3.5 22.5 23.5 3   5884.35   0.0000  0.849  0.0090  1.000 Q  
10065.4500 10065.4660 0 0  3.5  3.5  3.5  3.5 2 785926.16   1.4922  0.010  0.0160  0.500 Q  
10065.4500 10065.4660 0 0  3.5  3.5  3.5  3.5 2 785885.82   1.4922  0.010  0.0160  0.500 Q  
10065.6240 10065.6180 1 2  2.5  1.5 33.5 32.5 1   3309.42   0.0001  1.100 -0.0060  1.000 Q  
10065.9450 10065.9620 0 0  1.5  1.5  5.5  4.5 1 512623.27   0.7741  0.084  0.0170  1.000 P  
10066.1610 10066.1850 0 0  3.5  2.5 21.5 20.5 1  17744.88   2.9081  0.341  0.0240  1.000 Q  
10066.7150 10066.7930 3 4  0.5  0.5 21.5 22.5 3 140110.82   2.1577  1.086  0.0780  1.000 P  
10066.9320 10066.9150 0 1  2.5  3.5 30.5 29.5 1   4689.58  13.5728  0.748 -0.0170  1.000 Q  
10067.1670 10067.1780 0 0  1.5  1.5 18.5 19.5 3 489160.45   0.7414  0.352  0.0110  1.000 P  
10067.3420 10067.3510 0 0  1.5  1.5 18.5 19.5 3 489189.01   0.5230  0.353  0.0090  1.000 P  
10067.6060 10067.6340 0 0  1.5  1.5  9.5  9.5 2  23492.64   0.6585  0.139  0.0280  0.685 Q  
10067.6060 10067.6450 2 3  1.5  1.5 31.5 32.5 3 172847.22   0.6585  1.257  0.0390  0.315 P  
10067.7760 10067.7560 0 0  3.5  3.5 13.5 13.5 2  55088.49   0.3186  0.134 -0.0200  1.000 Q  blended with'Fe1'
10068.1930 10068.2020 0 0  0.5  0.5  5.5  5.5 2   8997.42   1.4334  0.120  0.0090  0.243 Q  
10068.5680 10068.6890 1 2  2.5  2.5 27.5 26.5 1 174676.79   1.6756  0.833  0.1210  1.000 P  
10071.0810 10071.0310 0 0  3.5  3.5 14.5 14.5 2  47251.15   0.7947  0.154 -0.0500  0.978 Q  
10071.9040 10071.9130 0 0  0.5  0.5 13.5 14.5 3 488037.65   1.2213  0.262  0.0090  1.000 P  
10072.4170 10072.6130 3 4  1.5  1.5 13.5 12.5 1 144563.88   0.5140  0.832  0.1960  1.000 P  
10073.1370 10073.0900 3 4  3.5  3.5 12.5 11.5 1 134090.43   0.4850  0.741 -0.0470  1.000 P  
10073.4320 10073.3640 1 2  1.5  1.5 35.5 36.5 3 180661.31   3.0256  1.266 -0.0680  1.000 P  
10074.0310 10074.0340 0 0  2.5  2.5 22.5 23.5 3 480114.40   0.8761  0.433  0.0030  1.000 P  
10074.9280 10074.9270 0 0  2.5  2.5  6.5  5.5 1 459175.60   0.4980  0.062 -0.0010  1.000 P  
10075.2110 10075.2220 0 0  2.5  2.5  6.5  5.5 1 459436.21   0.9597  0.061  0.0110  0.967 P  
10075.2110 10075.2930 0 0  2.5  1.5 17.5 16.5 1   6302.53   0.9597  0.275  0.0820  0.033 Q  
10075.4000 10075.3940 0 0  0.5  0.5  3.5  2.5 1 579328.53   1.0358  0.100 -0.0060  1.000 P  
10075.7020 10075.7490 0 0  3.5  3.5 14.5 14.5 2  47219.66   0.4105  0.155  0.0470  1.000 Q  
10076.9950 10077.0590 2 3  0.5  0.5 26.5 27.5 3 174461.23   2.3627  1.112  0.0640  0.691 P  
10078.7430 10078.7150 0 0  2.5  2.5 12.5 12.5 2  34029.51   0.3085  0.155 -0.0280  0.147 Q  
10078.7430 10078.7550 0 0  0.5  0.5 13.5 14.5 3 488036.73   0.3085  0.263  0.0120  0.848 P  
10079.0880 10079.1310 2 3  3.5  3.5 33.5 34.5 3 169533.38   0.9196  1.232  0.0430  1.000 P  
10079.6670 10079.6700 0 0  3.5  3.5 15.5 15.5 2  40870.25   0.6700  0.176  0.0030  1.000 Q  
10080.1200 10080.1680 3 4  3.5  3.5 12.5 11.5 1 133935.36   0.8341  0.740  0.0480  1.000 P  
10081.1730 10081.3160 0 1  3.5  3.5 34.5 33.5 1 133925.89   1.3395  0.891  0.1430  1.000 P  
10082.0250 10082.1190 1 1  3.5  2.5 22.5 23.5 3   7030.35   1.3771  0.592  0.0940  1.000 Q  
10082.4730 10082.5150 0 0  1.5  1.5  6.5  5.5 1 516196.58   0.5550  0.094  0.0420  0.508 P  
10082.4730 10082.5150 0 0  2.5  2.5 24.5 25.5 3 480266.23   0.5550  0.500  0.0420  0.490 P  
10085.5530 10085.5960 0 0  3.5  3.5 15.5 15.5 2  40842.92   0.4087  0.177  0.0430  1.000 Q  
10086.0170 10086.1660 0 0  1.5  1.5 21.5 22.5 3 491681.45   0.0392  0.442  0.1490  0.995 R  
10086.7010 10087.0210 0 0  0.5  0.5  3.5  2.5 1 579299.35   1.1446  0.101  0.3200  1.000 P  
10088.9500 10088.9540 0 0  3.5  3.5 28.5 29.5 3 484817.00   0.6098  0.602  0.0040  1.000 P  
10089.5640 10089.4940 1 2  3.5  3.5 39.5 40.5 3 178090.53   1.2212  1.343 -0.0700  0.674 P  
10089.5640 10089.5240 2 4  1.5  1.5 31.5 30.5 1  95245.29   1.2212  1.296 -0.0400  0.326 Q  
10090.1810 10090.2370 0 0  3.5  3.5 16.5 16.5 2  35635.69   0.4165  0.200  0.0560  0.975 Q  
10091.0910 10091.0410 0 0  1.5  1.5 11.5 11.5 2  16558.41  12.9869  0.173 -0.0500  0.858 Q  
10091.0910 10091.0820 2 4  3.5  3.5 37.5 38.5 3  92211.10  12.9869  1.496 -0.0090  0.142 Q  
10091.7790 10091.7640 0 0  0.5  0.5 14.5 15.5 3 489399.21   0.9665  0.288 -0.0150  0.999 P  
10092.2090 10092.2330 0 0  1.5  1.5  6.5  5.5 1 516050.24   0.8432  0.095  0.0240  1.000 P  
10092.4280 10092.4370 0 0  1.5  1.5 19.5 20.5 3 490058.41   0.7840  0.383  0.0090  1.000 P  
10092.6130 10092.5690 3 4  2.5  2.5 14.5 13.5 1 136915.72   1.8587  0.816 -0.0440  1.000 P  
10092.9010 10092.9050 3 4  0.5  0.5 12.5 11.5 1 148979.70   0.9302  0.851  0.0040  1.000 P  
10094.2100 10094.1680 0 0  2.5  2.5 14.5 14.5 2  25065.77   0.8155  0.196 -0.0420  0.638 Q  
10094.2100 10094.2090 0 0  3.5  2.5 22.5 21.5 1  17585.12   0.8155  0.373 -0.0010  0.362 Q  
10094.6430 10094.6370 0 0  2.5  2.5  7.5  6.5 1 472294.85   0.8322  0.073 -0.0060  0.966 R  
10095.9450 10095.9520 0 0  0.5  0.5 14.5 15.5 3 489419.82   0.8844  0.288  0.0070  1.000 P  
10096.2060 10096.2480 1 1  3.5  2.5 22.5 23.5 3   7829.77   0.0000  0.593  0.0420  1.000 Q  
10096.3820 10096.4720 0 1  2.5  2.5 35.5 34.5 1 132796.90   0.0948  0.989  0.0900  1.000 P  
10096.7060 10096.7160 0 0  2.5  2.5  7.5  6.5 1 471985.01   0.8149  0.073  0.0100  1.000 R  
10097.2230 10097.2770 2 3  0.5  0.5 21.5 20.5 1 182057.57   0.9019  0.906  0.0540  1.000 P  
10097.6340 10097.6340 0 0  3.5  3.5 16.5 16.5 2  35612.33   0.6008  0.201  0.0000  1.000 Q  
10099.3430 10099.4190 1 2  2.5  2.5 37.5 38.5 3 175882.41  35.2876  1.305  0.0760  0.052 P  
10099.6270 10099.6330 0 0  0.5  0.5  4.5  3.5 1 563375.07   0.7864  0.108  0.0060  1.000 P  
10101.7710 10101.8260 0 0  0.5  0.5  7.5  7.5 2   5854.26   0.3129  0.145  0.0550  0.172 Q  
10101.7710 10101.8370 0 1  3.5  3.5 36.5 35.5 1 134917.52   0.3129  0.984  0.0660  0.828 P  
10102.0400 10102.1840 1 2  1.5  1.5 27.5 26.5 1 185226.86   0.8146  0.886  0.1440  0.630 P  
10102.0400 10102.1840 3 4  2.5  2.5 14.5 13.5 1 136573.01   0.8146  0.815  0.1440  0.325 P  
10102.8650 10102.9900 0 0  3.5  3.5 17.5 17.5 2  31295.33   0.4900  0.225  0.1250  1.000 Q  
10103.4690 10103.6020 3 4  1.5  1.5 14.5 13.5 1 144518.15   0.7159  0.855  0.1330  1.000 P  
10105.7170 10105.7770 0 0  2.5  1.5 18.5 17.5 1   6296.05   0.1027  0.304  0.0600  0.029 Q  
10105.7170 10105.7770 0 0  1.5  1.5 19.5 20.5 3 490118.50   0.1027  0.384  0.0600  0.969 P  
10107.9840 10107.9840 0 0  1.5  1.5  7.5  6.5 1 517360.91   0.7253  0.106  0.0000  1.000 P  
10110.8420 10110.8550 0 0  2.5  2.5 25.5 26.5 3 480680.01   0.5491  0.538  0.0130  1.000 P  
10111.5460 10111.7140 0 0  0.5  0.5  4.5  3.5 1 563350.64   1.0620  0.110  0.1680  1.000 P  
